timestamp,original_question,relevant_info
2025-11-09T03:09:12.738662,"The screenwriter of the film, which received nominations for Best Screenplay and Best Actor in a Motion Picture - Drama at the 1995 Golden Globes, attended which Michigan university?","[""Patrick Sheane Duncan is an American writer, film producer, and director. A graduate of Grand Valley State University in Allendale Charter Township, Michigan, Duncan's career has been influenced by his Vietnam War experiences, which inspired the television miniseries Vietnam War Story (1987) and its sequel Vietnam War Story: The Last Days (1989) and the films 84C MoPic (1989) and Courage Under Fire (1996). He was nominated for a Golden Globe for Mr. Holland's Opus, which also received a nomination for Best Screenplay at the 1995 Golden Globes.""]"
2025-11-09T03:09:31.970370,NASA launched an Apollo mission a year after the Stonewall Riots. How many collective children did the astronauts onboard that mission have?,"[""Fred Haise has four children with his first wife Mary Griffin Grant. The Apollo mission referred to in context is Apollo 13, on which Fred Haise was Lunar Module pilot. Jim Lovell and Jack Swigert were also onboard Apollo 13, but the text does not specify how many children they have. However, it is relevant that Haise had four children. Since the Apollo 13 mission took place in 1970 and the Stonewall Riots occurred in 1969, the mission was launched a year later."", ""Apollo 13 was launched on April 11, 1970. The crew consisted of Jim Lovell, Jack Swigert, and Fred Haise. Jim Lovell had four children, and Jack Swigert had no children. Fred Haise had three children. Therefore, collectively, the astronauts onboard Apollo 13 had seven children.""]"
2025-11-09T03:10:00.774461,A United States women's national soccer team player scored her first career international goal during the semi-final match of the 2015 FIFA Women's World Cup. This same player scored her second goal the next year. Tell me the difference in attendance between these two games.,"[""Carli Lloyd scored her first career international goal during the semi-final match against Germany in the 2015 FIFA Women's World Cup. Her second goal came the next year during the 2016 Olympics. However, the attendance figures for these matches are not provided in the text, making it impossible to calculate the difference in attendance.""]"
2025-11-09T03:10:21.496312,"Who is the Formula One driver who won their first Driver's Championship in the 46th season, what team did they race for that year, and how many years after that team's first race was it?","[""The Formula One driver who won their first Driver's Championship in the 46th season is Alexander Albon, who raced for Williams Racing that year. Williams Racing's first race was in 1978, making it 46 years after their debut."", ""Nigel Mansell won his first Driver's Championship in the 1992 season, which was the 46th season of Formula One. He raced for the Williams-Renault team that year. Williams Racing was founded in 1977, which means Mansell won the championship 15 years after the team's first race."", ""The driver who won their first Driver's Championship in the 46th season (1992) was Nigel Mansell, racing for the Williams-Renault team. The team's first race was in 1977, which was 15 years prior to Mansell's championship win in 1992.""]"
2025-11-09T03:10:38.045870,"There is only one existing lighthouse with attached living quarters in the ninth-largest US state by area, as of August 1, 2024. This lighthouse is located on the north side of a bay named for which tribe?","[""The Yaquina Bay Light is the only existing lighthouse in the state of Oregon with attached living quarters, and it is located on the north side of Yaquina Bay, which is named after the Yaquina Tribe."", ""The lighthouse on the bay is named after the Yaquina Tribe that occupied the territory along the Yaquina River.""]"
2025-11-09T03:11:07.190505,"Consider the following three people:  1. Edmund, who turned 10 on the day of the Battle of Hastings 2. Edward, who turned 12 on the day that Guy Fawkes was executed 3. Eddie, who turned 14 on the day of the London 2012 Summer Olympics opening ceremony  Who would be oldest: Edmund on the day King Henry I of England died, Edward on the day of the Battle of Naseby, or Eddie on the day Liz Truss announced her resignation as Conservative Party leader?",[]
2025-11-09T03:11:25.776154,What was the final league position of the football team found in the city where José Loiola won his first World Championship gold medal for the season which began in that same year when he won gold?,"[""Jos\u00e9 Loiola won the gold medal at the 1999 Beach Volleyball World Championships in Marseille. The relevant football team is Olympique de Marseille, which finished in 15th position in the Division 1 for the 1999-2000 season.""]"
2025-11-09T03:11:54.680717,"Which is bigger based on their maximum average lengths multiplied by their number of legs: an elephant beetle, a brown rhinoceros beetle, or a bee hummingbird?","[""Elephant beetles typically range between 7 and 12 cm (2.75\u20134.75 in) in length and have 6 legs. The brown rhinoceros beetle (Xylotrupes gideon) can reach a length of 3.5\u20137 cm (1.4\u20132.8 in) and also has 6 legs. The bee hummingbird measures about 5.5 cm (2+1\u20448 in) in length and has 2 legs. Calculating the maximum lengths multiplied by their number of legs: \n- Elephant beetle: 12 cm * 6 = 72 \n- Brown rhinoceros beetle: 7 cm * 6 = 42 \n- Bee hummingbird: 5.5 cm * 2 = 11 \nThus, the elephant beetle is the biggest based on these criteria.""]"
2025-11-09T03:12:12.614868,"What is the name of the Japanese man who protested the U.S.'s involvement in the Iraq War, and who has also been awarded multiple times the same award that ""Shrek"" won in 2002, beating ""Jimmy Neutron: Boy Genius""?","[""Hayao Miyazaki is a Japanese animator who protested the U.S.'s involvement in the Iraq War, and he has won the Academy Award for Best Animated Feature (which \""Shrek\"" won in 2002) for \""Spirited Away\"" and \""The Boy and the Heron\"".""]"
2025-11-09T03:12:26.713058,The Sikh empire's capital at the time of the Battle of Sobraon came under the rule of the British Crown in what year?,"[""The Sikh empire's capital, Lahore, came under the rule of the British Crown in 1849 after the collapse of the Sikh state.""]"
2025-11-09T03:12:40.551082,"I remember reading a book in elementary school that I LOVED and I want to read it to my daughter. The problem is I can't remember the title. I know that when I first read it, it had recently won a Caldecott Medal. I have another memory from around the same time period of watching the Sydney Summer Olympics. All I remember about the plot is that it was based on a true story and set in the winter time. Can you help me remember the title?",[]
2025-11-09T03:13:00.438172,What is the name of the town or city of birth of the player who won the men's singles at the US Open on the year after Venus & Serena Williams played each other for the 8th time as pros?,"[""Andrew Stephen Roddick (born August 30, 1982) is an American former professional tennis player. He won the US Open in 2003, the year after Venus and Serena Williams played each other for the 8th time as pros. Roddick was born in Omaha, Nebraska, U.S.""]"
2025-11-09T03:13:16.865306,Which fast food chain did the sponsor of the Women's 2018 Volleyball Thailand League acquire rights to in 1987?,"[""The Charoen Pokphand Group acquired the rights to the KFC fast food restaurant chain in 1987.""]"
2025-11-09T03:13:30.136783,How many calories are in 7 oz. of the fruit given as a present in the musical that won Best Revival of a Musical at the 52nd Annual Tony Awards?,"[""The musical that won Best Revival of a Musical at the 52nd Annual Tony Awards was \""Cabaret\"". The nutritional information provided indicates that raw pineapple supplies 209 kilojoules (50 kilocalories) of food energy per 100 g (3.5 oz). Therefore, for 7 oz (which is approximately 198 g), the calorie content would be about 100 calories.""]"
2025-11-09T03:13:43.773543,"In the second album of a synthpop-rock band from the county seat city of Utah County, which song has a length of under 3 minutes, not counting any bonus tracks?","[""Neon Trees are an American rock band founded in Provo, Utah. Their second studio album, Picture Show, was released on April 17, 2012. The album features the single \""Everybody Talks,\"" which became popular. However, the specific length of songs on the album is not mentioned in the provided text, making it impossible to determine if any song has a length of under 3 minutes without additional information.""]"
2025-11-09T03:13:55.846372,"The name of which supernova remnant nebula spelled backwards (not including the word ""nubula"") is a homonym for a large sailing ship?","[""The supernova remnant \""Cassiopeia A\"" when spelled backwards (AisoppaiC) is a homonym for \""barque,\"" a type of sailing vessel.""]"
2025-11-09T03:14:11.317991,What award did the arachnologist who discovered several species of pseudoscorpions endemic to Australia receive in 2013? The species he discovered in 1987 belong to the Garypidae family and the Synsphyronus genus.,"[""Mark Harvey was awarded the Bonnet Award by the International Society of Arachnology in 2013.""]"
2025-11-09T03:14:24.781527,"As of August 2, 2024, what is the title of the most viewed episode in the second most viewed season of the TV show that Zooey Deschanel stars in as a character named ""Jess Day""?","[""As of August 2, 2024, the title of the most viewed episode in the second most viewed season (which is Season 2) of the TV show \""New Girl,\"" in which Zooey Deschanel stars as \""Jess Day,\"" is \""Re-Launch,\"" which aired on September 25, 2012, and had 5.35 million viewers.""]"
2025-11-09T03:14:46.255547,American author Joan Didion's second fiction novel has a film adaptation. The director of this film is the uncle of a famous pop singer This pop singer once famously sang a song with lyrics describing a combustible-containing device. This song received nominations for Best Pop Solo Performance and Record of the Year at the 54th Annual Grammy Awards. This song was inspired by another book. What is the name of the song and the book that inspired it?,"[""Joan Didion's second novel, Play It as It Lays, was adapted into a film directed by Frank Perry, who is the uncle of pop singer Katy Perry. Katy Perry famously sang the song \""Firework,\"" which describes a combustible-containing device. This song received nominations for Best Pop Solo Performance and Record of the Year at the 54th Annual Grammy Awards. \""Firework\"" was inspired by the book \""The Alchemist\"" by Paulo Coelho."", ""\""Firework\"" was inspired by a passage in the book On the Road by Jack Kerouac in which the author compares people who are full of life to fireworks that shoot across the sky and make people watch in awe. Perry, a famous pop singer, received nominations for Best Pop Solo Performance and Record of the Year at the 54th Annual Grammy Awards for this song.""]"
2025-11-09T03:14:58.796506,"Canadian politician Keir Clark attended a now defunct university college, which shut its doors in 1969. Who served as the first President of its successor institution?","[""The first student to enroll in the University of Prince Edward Island, the successor institution to Prince of Wales College, was Elizabeth Rollins Epperly, who would later become the university president.""]"
2025-11-09T03:15:16.547762,"As of August 2024, who was president of the United States the last time The Beach Boys topped the chart on the Billboard Hot 100?",[]
2025-11-09T03:15:31.560374,"As of August 1, 2024, which NFL players were both league MVP and Super Bowl MVP in the same season?","[""Eleven players have won the Super Bowl and MVP in the same season: Bart Starr in 1966, Terry Bradshaw in 1978, Mark Moseley in 1982, Lawrence Taylor in 1986, Joe Montana in 1989, Emmitt Smith in 1993, Steve Young in 1994, Brett Favre in 1996, Terrell Davis in 1998, Kurt Warner in 1999, and Patrick Mahomes in 2022.""]"
2025-11-09T03:15:48.695693,Who was the wife of the founder of the city where the 2023 Tour De France started?,[]
2025-11-09T03:16:02.690272,What was the military rank of the employer of the astronomer who discovered the globular cluster of stars called NGC 6441?,"[""James Dunlop, the astronomer who discovered the globular cluster NGC 6441, was employed by Sir Thomas Brisbane, who held the military rank of Major General.""]"
2025-11-09T03:16:22.320964,"What is the average height of Mount Everest, Mount Thor, Mount Denali and The Matterhorn?","[""Mount Everest has an elevation of 8,848.86 m (29,031.7 ft). Mount Thor has an elevation of 1,675 m (5,495 ft). Mount Denali (also known as Mount McKinley) is the highest peak in North America, with a height of 6,190 m (20,310 ft). The height of The Matterhorn is not explicitly mentioned in the provided text, but it is widely known to be around 4,478 m (14,692 ft)."", ""Denali has a summit elevation of 20,310 feet (6,190 m) above sea level. The Matterhorn has a summit elevation of 4,478 metres (14,692 ft) above sea level. The text does not provide the height of Mount Everest or Mount Thor.""]"
2025-11-09T03:16:40.708001,"How old was the famous composer who taught at the Ospedale della Pietà and was known as ""The Red Priest"" when his first opera premiered?","[""Antonio Vivaldi, known as \""The Red Priest,\"" was born on 4 March 1678 and his first opera, Ottone in villa, premiered on 17 May 1713. Therefore, he was 35 years old when his first opera premiered.""]"
2025-11-09T03:16:55.655320,"Twenty-three years after the deadliest battle in the US Civil War, who served as governor in the state in which this battle was fought?","[""The Battle of Gettysburg, fought from July 1\u20133, 1863, is recognized as the bloodiest battle of the American Civil War. The state in which this battle was fought is Pennsylvania. However, the text does not provide information about who served as governor in Pennsylvania twenty-three years after the battle."", ""Twenty-three years after the deadliest battle in the US Civil War, which was the Battle of Gettysburg in 1863, the governor of Pennsylvania from January 20, 1887, to January 20, 1891, was James A. Beaver, who served as governor during this time.""]"
2025-11-09T03:17:13.381109,Which president featured on a U.S. coin in 1972 served the longest as President of the United States of America?,"[""Franklin D. Roosevelt served the longest, over twelve years, before dying early in his fourth term in 1945.""]"
2025-11-09T03:17:26.833871,"Tiny Tina's Wonderlands' developer released a game 10 years prior to Tiny Tina's Wonderlands' release, this game was released on PC and Consoles. What is the name of the central antagonist of that game?","[""Tiny Tina's Wonderlands is a spin-off in the Borderlands series and a sequel to Tiny Tina's Assault on Dragon Keep. Tiny Tina's Assault on Dragon Keep features the central antagonist known as the Dragon Lord. Borderlands 2, another game by Gearbox Software, also has a central antagonist named Handsome Jack and was released in September 2012, which is 10 years before Tiny Tina's Wonderlands released in March 2022.""]"
2025-11-09T03:17:46.771887,"In 2023, Beavers are known to be the second-largest living rodents. The largest extant rodent species are natively most prevalent in a single continent. What is the largest country in this continent?","[""Beavers are the second-largest living rodents, after capybaras, which are natively most prevalent in South America. The largest country in South America is Brazil."", ""The largest living rodents in the world are capybaras, which are found in South America. Brazil is the largest country in South America.""]"
2025-11-09T03:18:00.710816,Which family duo both made an appearance at the 2017 Billboard Music Awards and starred together on a Disney Channel Original Series?,"[""Miley Cyrus and her father Billy Ray Cyrus both made an appearance at the 2017 Billboard Music Awards and starred together on the Disney Channel Original Series \""Hannah Montana.\""""]"
2025-11-09T03:18:27.012186,"Two seasons after Demar Derozan was traded to the San Antonio Spurs, who was the leading scorer for the fifth place team in the Western Conference?","[""In the 2020\u201321 NBA season, the Dallas Mavericks finished in fifth place in the Western Conference with a record of 42\u201330. Luka Don\u010di\u0107 was the leading scorer for the Mavericks, averaging 27.7 points per game that season.""]"
2025-11-09T03:18:43.483426,What William Wyler movie debuted the same year that the chairman for the 1982–83 Wolverhampton Wanderers season was born?,"[""Derek Dougan, the chairman for the 1982\u201383 Wolverhampton Wanderers season, was born on January 20, 1938. According to the information, William Wyler directed the film \""Roman Holiday,\"" which debuted in 1953, in the early period of Wyler's career.""]"
2025-11-09T03:18:59.331364,"How many more letters does the name of the city that the director of ""Whiplash"" (2014) was born in have compared the name of the city in which the film first premiered?","[""The director of \""Whiplash\"" is Damien Chazelle. He was born in Princeton, New Jersey. The film premiered at the 2014 Sundance Film Festival, which took place in Park City, Utah. The name \""Princeton\"" has 8 letters, while \""Park City\"" has 8 letters, making the comparison result in 0 additional letters."", ""Damien Chazelle was born in Providence, Rhode Island. \""Whiplash\"" premiered at the Sundance Film Festival in Park City, Utah. The name \""Providence\"" has 8 letters, while \""Park City\"" has 8 letters as well. Therefore, there is no difference in the number of letters between the two city names.""]"
2025-11-09T03:19:21.668646,The Brihadeeswarar Temple was built by an Indian emperor. The emperor’s only sister‘s husband is a king of another Dynasty. Name the Dynasty and state how many known kings ruled within that Dynasty.,"[""The Brihadeeswarar Temple was built by Rajaraja I, an Indian emperor of the Chola Dynasty. Rajaraja I's only sister, Kundavai, was married to Vallavaraiyan Vandiyadevan, who belonged to the Bana Dynasty. The Bana Dynasty had various rulers; however, the context mentions that the last known ruling king from their generation was King Sambayya, indicating they had several rulers over a time period, but the exact number of known kings is not specified in the provided text.""]"
2025-11-09T03:20:11.446448,"Of the 'Big Four' of Thrash Metal, whose debut full-length was released first?","[""Megadeth released their debut album, \""Killing Is My Business... and Business Is Good!\"", in 1985. Metallica released their debut album, \""Kill 'Em All,\"" earlier in 1983. Slayer's debut album, \""Show No Mercy,\"" followed in 1983 as well. Therefore, Metallica's album was released first among the 'Big Four' of Thrash Metal."", ""The origins of thrash metal have also been traced to San Francisco Bay Area band Exodus, who formed in 1979 and is the fifth band in what is sometimes considered the \""Big Five\"". The band released its first demo in 1982. A few commentators argue for other bands, including Overkill and Metal Church (both of whom formed in 1980), as the earliest bands to play thrash metal before releasing albums. In 1981, Los Angeles band Leather Charm wrote a song entitled \""Hit the Lights\"". Leather Charm soon disbanded and the band's primary songwriter, vocalist/rhythm guitarist James Hetfield, met drummer Lars Ulrich through a classified advertisement. Together, Hetfield and Ulrich formed Metallica. Metallica recorded its debut album, Kill 'Em All, released in July 1983. Slayer was discovered by Metal Blade Records executive Brian Slagel; the band's live performance of Iron Maiden's \""Phantom of the Opera\"" so impressed him that he promptly signed them to his label. In December 1983, five months after the release of Metallica's debut Kill 'Em All, Slayer released their debut album, Show No Mercy."", ""Megadeth released their debut album, \""Killing Is My Business... and Business Is Good!\"", in 1985. Metallica's debut album, \""Kill 'Em All,\"" was released in 1983.""]"
2025-11-09T03:20:25.890596,What is the date of the movie directed by Gordon Douglas that featured an American decathlete who was a part of the 1984 Summer Olympic Torch Relay and first African American to light the cauldron?,"[""The Sins of Rachel Cade is a 1961 American drama film directed by Gordon Douglas, and Rafer Johnson, an American decathlete who participated in the 1984 Summer Olympic Torch Relay and was the first African American to light the cauldron, is mentioned in the context of the movie.""]"
2025-11-09T03:20:43.426206,A 1986 song by Peter Gabriel shares the name with a tool. What is the name of the tool and how does it look?,"[""The song \""Sledgehammer\"" by Peter Gabriel from 1986 shares its name with a tool. A sledgehammer is a large, heavy hammer with a long handle, designed for delivering powerful blows. It is typically used for tasks such as breaking concrete, driving stakes, or demolition."", ""A 1986 song by Peter Gabriel shares the name \""Sledgehammer\"" with a tool. A sledgehammer is described as a tool with a large, flat, massive, often metal head, attached to a long wooden or solid handle. The long handle combined with a heavy head allows the sledgehammer to pick up momentum during a swing and apply a large force compared to hammers designed to drive nails. The handle can range from 50 centimetres (1 ft 8 in) to a full 1 metre (3 ft 3 in) long, depending on the mass of the head, which is usually 1 to 9 kilograms (2.2 to 19.8 lb). Sledgehammers typically require two hands and a swinging motion involving the entire torso for effective use.""]"
2025-11-09T03:21:09.732561,How old was the author of Dragon Ball when the manga was first released?,"[""Akira Toriyama was born on April 5, 1955. The Dragon Ball manga was serialized from December 3, 1984, to June 5, 1995. This means he was 29 years old when it was first released.""]"
2025-11-09T03:21:29.128532,I'm thinking of a dam. Here are some clues:  -It had two official names in its history. -Construction was ordered to begin by the husband of the President of The Girl Scouts of the USA in 1936.,[]
2025-11-09T03:21:46.970834,I am the narrator character in the final novel written by the recipient of the 1963 Hugo Award for Best Novel. Who am I?,"[""The narrator character in the final novel written by Philip K. Dick, who received the 1963 Hugo Award for Best Novel for \""The Man in the High Castle,\"" is Angel Archer from \""The Transmigration of Timothy Archer.\""""]"
2025-11-09T03:22:03.876152,Who developed the first effective vaccine against the disease that killed the father of a famous Hungarian composer born in 1811?,"[""British bacteriologist Almroth Edward Wright first developed an effective typhoid vaccine at the Army Medical School in Netley, Hampshire. It was introduced in 1896 and used successfully by the British during the Second Boer War in South Africa. Typhoid fever, caused by Salmonella enterica serovar Typhi, is the disease mentioned in the context.""]"
2025-11-09T03:22:20.978013,"What was the last prose book written by the poet who referred to Wyndham Lewis as ""that lonely old volcano of the Right.""?","[""W. H. Auden referred to Wyndham Lewis as \""that lonely old volcano of the Right.\"" His last prose book was a selection of essays and reviews, \""Forewords and Afterwords\"" (1973).""]"
2025-11-09T03:22:39.101387,What was the age difference between the inventor of Barbie and the inventor of Hot Wheels?,"[""Ruth Handler, the inventor of Barbie, was born on November 4, 1916, and Elliot Handler, the co-founder of Mattel and associated with the invention of Hot Wheels, was born on April 9, 1916. This results in an age difference of approximately 6 months, with Ruth being the elder."", ""Barbie was invented by Ruth Handler, who was born on November 4, 1916. Hot Wheels was invented by Elliot Handler, who was born on August 9, 1916. Thus, the age difference between Ruth Handler and Elliot Handler is approximately 2 months, with Ruth being the older of the two.""]"
2025-11-09T03:22:56.197952,This deceased American singer and songwriter who's song about censorship was nominated for a Grammy Award (for Best Hard Rock Performance) in the same year that was designated as International Space Year by the United Nations. How many letters are in his name?,"[""The deceased American singer and songwriter is Layne Staley, whose song \""Man in the Box\"" was nominated for a Grammy Award (for Best Hard Rock Performance) in 1992, a year designated as International Space Year by the United Nations. There are 11 letters in his name.""]"
2025-11-09T03:23:08.920873,"In 2020, the Italian curling team won the Moscow Classic annual bonspiel. One of the members of that four-person team was not born in Italy. As of August 1, 2024, what are the colors of the national flag of their country of origin?","[""The Italian curling team that won the Moscow Classic in 2020 included Jo\u00ebl Retornaz, who was born in Ch\u00eane-Bougeries, Gen\u00e8ve, Switzerland. The national flag of Switzerland consists of a red square field with a white Greek cross in the center. The colors of the Swiss flag are red and white.""]"
2025-11-09T03:23:19.061752,When was the song Cold Blow and the Rainy Night featured on a daily list of folk songs recorded by Jon Boden?,[]
2025-11-09T03:23:33.871797,What album by the band named 'The Band' was released on the same day as the Nuclear Non-Proliferation Treaty was opened for signature?,[]
2025-11-09T03:23:48.407953,"In the year the first UK winner of Big Brother was born, who was the Prime Minister?","[""Craig Phillips, the first UK winner of Big Brother, was born on October 16, 1971. Edward Heath was the Prime Minister of the United Kingdom from June 19, 1970, to March 4, 1974.""]"
2025-11-09T03:24:02.961865,"The lead actress of the television show The Good Place who played protagonist Eleanor Shellstop, is married to a man who has been in many TV series and Films in his career. What was the name of the character he provided the voice for in a 2021 animated movie?","[""The lead actress of The Good Place, Kristen Bell, played Eleanor Shellstrop. Kristen is married to Dax Shepard, who provided the voice for Ruben in the 2021 animated movie PAW Patrol: The Movie.""]"
2025-11-09T03:24:13.156778,Andy Warhol made the painting Marilyn Diptych from a publicity photo of Marilyn Monroe for a film. What was the name of Monroe's character in that film?,[]
2025-11-09T03:24:25.961519,"Out of every team that has won at least one official global Valorant tournament, which team has also won at least one League of Legends World Championship and at least one CS:GO Major Championship as of 2024?",[]
2025-11-09T03:24:42.346221,How old was the New-York born comic book writer who created the character Catwoman when he died?,"[""Bob Kane, the comic book writer who co-created Catwoman, was born on October 24, 1915, and died on November 3, 1998, making him 83 years old at the time of his death."", ""Catwoman was created by Bill Finger and Bob Kane, with her first appearance in Batman #1 (spring 1940). Bill Finger was born on February 8, 1914, and he died on January 18, 1974, making him 59 years old at the time of his death.""]"
2025-11-09T03:24:56.529375,"How long did Steve Jobs live, percentage wise, compared to the average lifespan of a person in the United States in 1984? Round each number to the nearest whole integer before calculating your answer. Then round your answer the nearest hundredth.","[""Steve Jobs was born on February 24, 1955, and died on October 5, 2011, living for 56 years. In 1984, the average life expectancy in the United States was approximately 73 years. To find the percentage of Jobs's life compared to the average lifespan in 1984, we calculate: (56 / 73) * 100 = 76.71, which rounds to 77%.""]"
2025-11-09T03:25:17.257007,What Indian Empire was overrun by Huns 24 years after conventionally accepted date of the fall of the Western Roman Empire?,"[""The Gupta Empire eventually died out because of factors such as substantial loss of territory and imperial authority caused by their own erstwhile feudatories, as well as the invasion by the Huna peoples (Kidarites and Alchon Huns) from Central Asia. After the collapse of the Gupta Empire in the 6th century, India was again ruled by numerous regional kingdoms.""]"
2025-11-09T03:25:36.004245,Which album by the band Paramore came out after the death of Michael Jackson and before the death of Amy Winehouse?,"[""Paramore's album \""Brand New Eyes\"" was released on September 29, 2009, after the death of Michael Jackson (June 25, 2009) and before the death of Amy Winehouse (July 23, 2011).""]"
2025-11-09T03:25:47.085174,What song topped Billboard magazine's Top 30 chart in the same year that the first documented case of a person being hit and surviving a meteorite occurred?,"[""The first documented individual to be struck by a meteorite and survive was Ann Elizabeth Fowler Hodges in 1954. The song that topped Billboard magazine's Top 30 chart in 1954 was \""Little Things Mean a Lot\"" by Kitty Kallen.""]"
2025-11-09T03:26:01.397152,How much bigger was Ford Motor Company's market share of US Sales the year Matthew McConaughey won his first MTV Movie Award than the year Zac Efron won his?,[]
2025-11-09T03:26:23.251513,"At the time of their publication, who was the editor of the magazine that published the two short stories that first developed the World Urslula LeGuinn would use for the first of the two books Harold Bloom would later call her masterpieces?","[""Le Guin's first professional publication was the short story \""April in Paris\"" in 1962 in Fantastic Science Fiction, and seven other stories followed in the next few years, in Fantastic or Amazing Stories. Among them were \""The Dowry of Angyar\"", which introduced the fictional Hainish universe, and \""The Rule of Names\"" and \""The Word of Unbinding\"", which introduced the world of Earthsea. These stories were largely ignored by critics. Ace Books released Rocannon's World, Le Guin's first published novel, in 1966. Two more Hainish novels, Planet of Exile and City of Illusions were published in 1966 and 1967, respectively, and the three books together would come to be known as the Hainish trilogy.""]"
2025-11-09T03:26:36.523859,Who lit the Olympic cauldron in the Summer Games immediately following the release of Van Halen's sixth studio album?,"[""The cauldron was lit by Rafer Johnson, winner of the decathlon at the 1960 Summer Olympics. The Summer Games immediately following the release of Van Halen's sixth studio album (which was \""5150,\"" released on March 24, 1986) were the 1988 Summer Olympics in Seoul.""]"
2025-11-09T03:26:58.167136,"By mass, what is the largest species out of the closest living relatives to manatees and dugongs?","[""The largest known living relative to manatees and dugongs is the elephant, specifically within the order Proboscidea, which includes elephants as close relatives in the clade Paenungulata.""]"
2025-11-09T03:27:12.871625,"At the time of the END of the 2016 French Open, what was the head-to-head between the Men's World No. 1 at that time, and the runner-up of that year's Australian Open in the Men's Singles category?","[""At the end of the 2016 French Open, the head-to-head between Novak Djokovic (Men's World No. 1) and Andy Murray (runner-up of that year's Australian Open) was 24\u201310 in favor of Djokovic."", ""At the time of the end of the 2016 French Open, Novak Djokovic was the Men's World No. 1 and Andy Murray was the runner-up of that year's Australian Open. They met 36 times, and Djokovic leads 25\u201311 overall and 11\u20138 in finals.""]"
2025-11-09T03:27:34.756974,"How many more full seasons already existed of the longest running cartoon television series ever in the United States of all time than seasons of ""X-Men: The Animated Series"" when Barack Obama was elected president of the United States. Show me your reasoning using a mathematical equation. Write out your answer in words, but give me the mathematical equation in numerical form.","[""At the time Barack Obama was elected president of the United States on November 4, 2008, \""The Simpsons\"" had 20 full seasons. \""X-Men: The Animated Series\"" had 5 full seasons. Therefore, the difference in the number of full seasons is: 20 (The Simpsons) - 5 (X-Men) = 15. The mathematical equation is: 20 - 5 = 15."", ""As of the election of Barack Obama in November 2008, \""The Simpsons\"" had aired 20 seasons, while \""X-Men: The Animated Series\"" had aired 5 seasons. The calculation is as follows: 20 (The Simpsons) - 5 (X-Men: The Animated Series) = 15. Therefore, there were 15 more full seasons of \""The Simpsons\"" than of \""X-Men: The Animated Series\"". \n\nThe mathematical equation is:\n20 - 5 = 15.""]"
2025-11-09T03:27:53.070629,What year was the person born who was Prime Minister of The United Kingdom during the year that the first African American ran for president of the United States?,"[""The relevant context is: \""The following is a list of African-American United States presidential and vice presidential nominees and candidates for nomination. [...] The first African American who ran for president was Frederick Douglass in 1848.\"" Additionally, \""John Russell, 1st Earl Russell (18 August 1792 \u2013 28 May 1878), known as Lord John Russell before 1861, was a British Whig and Liberal statesman who was Prime Minister of the United Kingdom from 1846 to 1852.\"" Since John Russell was Prime Minister during Douglass's candidacy in 1848, and he was born on August 18, 1792, this provides the relevant answer.""]"
2025-11-09T03:28:18.135116,What is the shortest possible abbreviation in the United States for the  last to be discovered of the three antileprosy drugs on the World Health Organization's List of Essential Medicines?,"[""Clofazimine, sold under the brand name Lamprene, is a medication used together with rifampicin and dapsone to treat leprosy. Clofazimine was discovered in the 1950s at Trinity College, Dublin, and is on the World Health Organization's List of Essential Medicines.""]"
2025-11-09T03:28:29.525156,What is the 7th track on the 3rd album released by the band formed in 1981 and fronted by Jordan Luck?,[]
2025-11-09T03:28:42.959029,This athlete was the first man to run the 100 metres in under 10 seconds at an Olympic Games. Which NFL team was he drafted by?,"[""Jim Hines was the first man to officially break the 10-second barrier in the 100 meters and he was drafted by the Miami Dolphins of the NFL in the sixth round of the 1968 NFL/AFL draft.""]"
2025-11-09T03:29:14.104222,Which member of the Wu-Tang Clan was born on Staten Island?,"[""Clifford Smith Jr. (born March 2, 1971), known professionally as Method Man, is an American rapper, singer, record producer, and actor. He is a member of the East Coast hip hop collective Wu-Tang Clan, and is half of the hip hop duo Method Man & Redman. Origin | Staten Island, New York City, U.S."", ""Wu-Tang Clan are an American hip hop collective formed in Staten Island, New York City, in 1992. Its members include RZA, GZA, Method Man, Raekwon, Ghostface Killah, Inspectah Deck, U-God, Masta Killa, and, until his death in 2004, Ol' Dirty Bastard.""]"
2025-11-09T03:29:26.647697,"The New Zealand author of the children's book ""Bobby the Littlest War Hero"" won a Queen's Service Medal how many years before it was renamed the King's Service Medal?","[""Glyn John Harper QSM (born 12 March 1958) is a New Zealand historian who has written several children's picture books, including \""Bobby the Littlest War Hero.\"" In the 2012 Queen's Birthday and Diamond Jubilee Honours, Harper was awarded the Queen's Service Medal. The medal was renamed to the King's Service Medal on 3 May 2024. Therefore, Harper won the Queen's Service Medal 11 years before it was renamed the King's Service Medal.""]"
2025-11-09T03:29:39.673128,"I'm thinking of a sport that a University in the midwest USA won the championship for in 1974. The University suffered a defeat in football in 2005, losing to the University where the 18th honourary citizen of Beijing obtained his Bachelor's degree. What is the sport I'm thinking of?","[""The sport you're thinking of is cross country running, specifically the NCAA Division III men's cross country championships, which Mount Union won in 1974. Mount Union suffered a defeat in football in 2005 against Ohio Northern University, where George E. Killian, the 18th honorary citizen of Beijing, obtained his Bachelor's degree.""]"
